[ROOT-INFO]: 2019-07-15 19:20:21,360: Testing Notes: Objective Distancing - Sentiment Sentence Level - rawScore * subjectivityOnly
[ROOT-INFO]: 2019-07-15 19:20:21,360: Objective Analysis Initialized
[REAPPRAISAL-INFO]: 2019-07-15 19:20:45,496: spaCy Library Loaded
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:45,496: Model Initialized
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (fine,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (doctor,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (doctor,NNS) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (be,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (be,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (be,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (take,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (care,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (of,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (him,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (him,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: (him,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,012: [('there', 0), ('are', 0.20092923842499708), ('a', 0.2884445761396642), ('lot', 0), ('of', 0), ('medical', 0.15057814875798015), ('supplies', 0), ('everywhere', 0.49867824452774945), (',', 0), ('which', 0), ('means', 0), ('the', 0.26040094726988117), ('person', 0), ('will', 0.21716624123219505), ('be', 0.24379422288934668), ('fine', 0), (',', 0), ('doctors', 0.0), ('are', 0.20092923842499708), ('taking', 0), ('care', 0), ('of', 0), ('him', 0.04969760176957071), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (these,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (these,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (these,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (people,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (be,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (be,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (be,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (in,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (some,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (movie,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (movie,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (scene,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (scene,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (that,WDT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (that,WDT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (that,WDT) Categories: ['neg_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (happen,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: Synonyms of happen: ['materialise', 'materialize']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (to,TO)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (really,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (gruesome,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (gruesome,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: (gruesome,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,028: [('These', 0.19989966824327526), ('people', 0), ('are', 0.20092923842499708), ('in', 0), ('some', 0), ('movie', 0.26174149629271476), ('scene', 0.11344797178130508), ('that', -0.014015774303674029), ('happens', 0.0), ('to', 0), ('be', 0.24379422288934668), ('really', 0), ('gruesome', 0.3415347531567962), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (they,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (they,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (they,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (be,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (be,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (be,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (get,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (help,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (help,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (hopeful,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (hopeful,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: (hopeful,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,045: [('they', 0.04350909838526219), ('are', 0.20092923842499708), ('getting', 0), ('help', 0.0), (',', 0), ('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('hopeful', 0.27877041796399316), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (they,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (they,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (they,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (find,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (find,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (find,VBD) Categories: ['past_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (someone,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (someone,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (someone,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (who,WP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (have,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (be,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (go,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (long,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (time,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (who,WP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (suffer,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: Synonyms of suffer: ['lose']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (from,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (some,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (rare,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (tough,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (disease,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (disease,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: (disease,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,060: [('They', 0.04350909838526219), ('found', 0.2744623148821616), ('someone', 0.2582232831275294), ('who', 0), ('has', 0), ('been', 0), ('gone', 0), ('for', 0), ('a', 0.2884445761396642), ('long', 0), ('time', 0), ('who', 0), ('is', 0), ('suffering', 0.0), ('from', 0), ('some', 0), ('rare', 0), ('a', 0.2884445761396642), ('tough', 0), ('disease', 0.24868938886045835), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (they,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (they,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (they,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (get,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (get,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (get,VBD) Categories: ['past_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (in,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (some,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (accident,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (accident,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (accident,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (with,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (hand,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (be,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (mess,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (up,RP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (with,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (some,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (plastic,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (plastic,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (plastic,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (surgery,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (surgery,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (surgery,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (be,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (be,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (be,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (sure,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (sure,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (sure,JJ) Categories: ['certainty']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (they,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (they,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (they,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (recover,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (recover,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: (recover,VB) Categories: ['present_tense', 'greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,078: [('They', 0.04350909838526219), ('got', 0.16822651544942752), ('in', 0), ('some', 0), ('accident', 0.2400960627903004), ('with', 0), ('the', 0.26040094726988117), ('hand', 0), ('being', 0), ('messed', 0), ('up', 0), (',', 0), ('but', 0), ('with', 0), ('some', 0), ('plastic', 0.29013880375015105), ('surgery', 0.18382484476238467), (',', 0), ('I', 0.04225300877561784), ("'m", 0.20092923842499708), ('sure', 0.6832096334436525), ('they', 0.04350909838526219), ("'ll", 0.21716624123219505), ('recover', 0.13070148115142236), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (they,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (they,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (they,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (just,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (get,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (get,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (get,VBD) Categories: ['past_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (rescue,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (by,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (police,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: Synonyms of police: ['constabulary', 'law']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (from,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (be,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (assault,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (assault,VBN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (assault,VBN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (person,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (who,WP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (assault,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (assault,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (assault,VBD) Categories: ['past_tense', 'greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (them,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (them,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (them,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (arrest,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: Synonyms of arrest: ['stop', 'contain', 'check']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (person,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (recover,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (recover,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: (recover,VB) Categories: ['present_tense', 'greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,094: [('They', 0.04350909838526219), ('just', 0), ('got', 0.16822651544942752), ('rescued', 0), ('by', 0), ('police', 0.0), ('from', 0), ('being', 0), ('assaulted', 0.02226184743927113), ('.', 0), ('The', 0.26040094726988117), ('person', 0), ('who', 0), ('assaulted', -0.0), ('them', 0.047738722735229104), ('is', 0), ('arrested', 0.0), ('and', 0), ('this', 0.24694048247613418), ('person', 0), ('will', 0.21716624123219505), ('recover', 0.13070148115142236), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (they,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (they,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (they,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (be,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (be,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (be,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (call,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (someone,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (someone,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (someone,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (with,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (smile,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (smile,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (seem,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (to,TO)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (somewhat,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (somewhat,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (somewhat,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (okay,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (yet,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,111: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (bit,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (bit,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (shaky,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (or,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (nervous,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (nervous,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (nervous,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (mostly,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: (fine,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,115: [('They', 0.04350909838526219), ("'re", 0.20092923842499708), ('calling', 0), ('someone', 0.2582232831275294), ('with', 0), ('a', 0.2884445761396642), ('smile', 1.3666666666666665), (',', 0), ('seems', 0), ('to', 0), ('somewhat', 0.16898989088645416), ('be', 0.24379422288934668), ('okay', 0), (',', 0), ('yet', 0), ('a', 0.2884445761396642), ('bit', 0.0), ('shaky', 0), ('or', 0), ('nervous', 0.3527356020430469), ('.', 0), ('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('mostly', 0), ('fine', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (they,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (they,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (they,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (be,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (be,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (be,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (save,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: Synonyms of save: ['write']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (somebody,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (somebody,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (somebody,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: ('s,POS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (life,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (person,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (who,WP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (undergo,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (undergo,VBG) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (undergo,VBG) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (surgery,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (surgery,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (surgery,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (perfectly,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (perfectly,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (perfectly,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (fine,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:30,130: (and,CC)
