Serial,Text Response,OBJECTIVE RATING_1,FAR RATING_1,OBJECTIVE RATING_2,FAR RATING_2,OBJECTIVE RATING_3,FAR RATING_3,OBJECTIVE RATING_4,FAR RATING_4,OBJECTIVE RATING_5,FAR RATING_5,OBJECTIVE RATING_6,FAR RATING_6,OBJECTIVE RATING_7,FAR RATING_7,OBJECTIVE RATING_8,FAR RATING_8,,,AVG_OBJ,AVG_FAR
10622, He looks kind of lonely and like he has nothing better to do with his life than play his violin alone on a beach or field of some sort?.,2,5,1,5,1,1,2,,,,,,,,,,,,1.5,3.666666667
10623, An angry girl and a guy who is confused and worried he don't know what's going on and she is scared.,1,3,5,1,1,1,3,,,,,,,,,,,,2.5,1.666666667
10624," In a picture from a different country, a woman and a man seem to be arguing.",3,7,3,7,1,1,7,,,,,,,,,,,,3.5,5
10625, It is alarmingly thin and apparently needs the assistance of machines to stay alive.,3,5,2,2,1,1,3,,,,,,,,,,,,2.25,2.666666667
10626, The nose area in particular is extremely dark.,4,3,5,1,7,1,6,,,,,,,,,,,,5.5,1.666666667
10627," There are five men, they are handcuffed to a railing.",3,4,7,4,6,1,7,,,,,,,,,,,,5.75,3
10628, there is a girl looking curiously into the camera.,2,2,3,4,4,1,3,,,,,,,,,,,,3,2.333333333
10629,"I didn’t have the same cool childhood experiences my classmates did, but now I get invited to all of those things by brands — charity galas, backstage at Coachella, Art Basel — that, to me, is crazy and so unexpected.",2,6,1,1,1,3,1,,,,,,,,,,,,1.25,3.333333333
10630, Graphic and I am uncomfortable knowing I'm looking at a dead body.,2,2,2,1,1,1,2,,,,,,,,,,,,1.75,1.333333333
10631,"cute little face, no harm in picture, nice vibes.",2,5,1,1,3,1,6,,,,,,,,,,,,3,2.333333333
10632, Kinda feels like a mock up of some sort.,1,4,1,1,2,1,6,,,,,,,,,,,,2.5,2
10633, The woman's eyes are open.,6,3,7,1,7,1,7,,,,,,,,,,,,6.75,1.666666667
10634,"But her blog reads as though it’s addressing an American audience, and she told me that most of her traffic comes from the US.",3,3,7,2,1,1,4,,,,,,,,,,,,3.75,2
10635, I am not sure if he is alive or not.,2,3,1,1,2,1,2,,,,,,,,,,,,1.75,1.666666667
10636, I'm scared for the woman inside her car cuz this is such a bold way to commit a crime.,2,3,2,4,2,1,2,,,,,,,,,,,,2,2.666666667
10637,"They could have presumably been dealing with a lot of issues with their own families, with their children, with their ex-spouses, and they want something that doesn’t present any type of problem or issue.",2,4,3,1,1,1,4,,,,,,,,,,,,2.5,2
10638, There is a man with his body scarred and bloody.,4,3,6,1,5,1,7,,,,,,,,,,,,5.5,1.666666667
10639, a man has a gun pointed at the camera.,6,4,7,3,7,1,7,,,,,,,,,,,,6.75,2.666666667
10640, his head is like peaking out a door way or something.,4,3,6,3,4,1,4,,,,,,,,,,,,4.5,2.333333333
10641, Man and women in a flood with their kid.,7,4,7,2,7,1,7,,,,,,,,,,,,7,2.333333333
10642, There was a woman who seemed like she was very upset about something and she screamed into the sky while a man did not pay attention.,3,6,5,7,3,6,3,,,,,,,,,,,,3.5,6.333333333
10643,"(“And yes, we did use them for storing snacks, thank you for asking,” she wrote.)",1,6,5,1,1,1,1,,,,,,,,,,,,2,2.666666667
10644, She is in her white gown.,7,3,7,1,7,1,7,,,,,,,,,,,,7,1.666666667
10645,This is a photo of a man sleeping or relaxing by a window.,4,4,6,7,4,2,4,,,,,,,,,,,,4.5,4.333333333
10646, this woman is probably having casual conversation over the phone with a friend.,4,4,5,1,4,1,5,,,,,,,,,,,,4.5,2
10647, Looks like a chemical burn.,3,2,4,1,4,1,5,,,,,,,,,,,,4,1.333333333
10648, It is the first thing I think about.,1,4,5,1,1,1,7,,,,,,,,,,,,3.5,2
10649, The other guy also has a gun.,5,3,7,1,7,1,7,,,,,,,,,,,,6.5,1.666666667
10650, Three kids having fun in the pool and playing.,3,3,5,1,3,1,7,,,,,,,,,,,,4.5,1.666666667
10651,"All things considered, I live a charmed life.",1,3,1,1,2,1,5,,,,,,,,,,,,2.25,1.666666667
10652, There are two children reading a book together.,5,3,7,1,7,1,7,,,,,,,,,,,,6.5,1.666666667
10653, There are blisters and burns and welts all over his skin.,7,3,6,1,7,1,7,,,,,,,,,,,,6.75,1.666666667
10654,"It overturned all of those habits of mind, fundamentally changing our experience of the world, affecting the conduct of politics, religion, business, and culture.",2,4,2,1,1,1,7,,,,,,,,,,,,3,2
10655, It is extremely disfigured and looks extremely painful.,2,2,2,1,1,1,7,,,,,,,,,,,,3,1.333333333
10656, she has a denim jacket on and she is smiling .,4,3,7,1,7,1,7,,,,,,,,,,,,6.25,1.666666667
10657, people are moving fast with someone on a stretcher.,6,2,7,1,4,1,7,,,,,,,,,,,,6,1.333333333
10658," I'm surprised that he's still alive, and I wonder if he's in pain.",2,3,2,1,1,1,3,,,,,,,,,,,,2,1.666666667
10659, There is a man pressing a knife pressed against the lady's neck.,7,3,7,1,7,1,7,,,,,,,,,,,,7,1.666666667
10660, The kind of late stage human experience.,2,5,4,1,1,1,7,,,,,,,,,,,,3.5,2.333333333
10661, they have an ugly green couch.,2,3,1,1,1,1,2,,,,,,,,,,,,1.5,1.666666667
10662, The baby is happy.,2,3,2,2,1,1,7,,,,,,,,,,,,3,2
10663, if not she is hurt badly.,2,3,3,2,1,1,5,,,,,,,,,,,,2.75,2
10664, A baby is looking at the camera with an expression of happiness on its face.,2,4,2,1,5,1,7,,,,,,,,,,,,4,2
10665," Can't tell the age or gender of this person, but I suspect they are young.",3,3,2,6,3,1,3,,,,,,,,,,,,2.75,3.333333333
10666, there is a man setting another man on fire and the other man doesn't seem to be resisting .,4,3,4,4,1,1,4,,,,,,,,,,,,3.25,2.666666667
10667, It makes me feel so happy that a father or man in general is carrying his child or a loved kid.,1,4,1,1,1,1,2,,,,,,,,,,,,1.25,2
10668," A child, bloodied, has part of its head covered in bandage.",5,3,6,1,5,1,7,,,,,,,,,,,,5.75,1.666666667
10669, two of them are attempting to open something.,4,3,5,1,3,1,5,,,,,,,,,,,,4.25,1.666666667
10670, this could be a kidnapping.,2,3,4,1,1,1,4,,,,,,,,,,,,2.75,1.666666667
10671, he has a haircut from the 80s.,3,6,7,1,3,3,7,,,,,,,,,,,,5,3.333333333
10672, His mouth is taped up so he is unable to speak.,5,3,6,2,5,1,7,,,,,,,,,,,,5.75,2
10673, A man/body looking straight into the camera.,7,3,7,1,7,1,7,,,,,,,,,,,,7,1.666666667
10674, someone has their face in their hands in the back.,7,3,6,1,7,1,7,,,,,,,,,,,,6.75,1.666666667
10675, An image of a man whose throat was cut in a vicious murder .,3,6,3,6,1,6,7,,,,,,,,,,,,3.5,6
10676, he is wearing a black shirt and a watch.,5,3,7,1,7,1,7,,,,,,,,,,,,6.5,1.666666667
10677, A person sits for the camera with their head resting on their hand.,5,3,7,1,7,1,7,,,,,,,,,,,,6.5,1.666666667
10678,"First of all, remember what I said in the beginning of this article.",2,3,2,1,2,1,7,,,,,,,,,,,,3.25,1.666666667
10679, They both look interested in the book.,3,3,3,3,4,1,5,,,,,,,,,,,,3.75,2.333333333
10680, feels like whoever took the picture is spying on her.,3,2,1,6,4,1,4,,,,,,,,,,,,3,3
10681, A young child is placed in a high chair and is clothed in a very large cloth.,3,3,5,1,5,1,7,,,,,,,,,,,,5,1.666666667
10682, Seems very staged but kind of afraid because this could happen.,2,4,1,1,1,2,2,,,,,,,,,,,,1.5,2.333333333
10683, Firefighters surround the wreck and seem to be working.,3,3,6,4,4,1,5,,,,,,,,,,,,4.5,2.666666667
10684, Maybe she cried and is relieving stress through a cigarette.,2,4,2,3,1,1,2,,,,,,,,,,,,1.75,2.666666667
10685, Judge holding gavel is staring at camera.,4,3,6,1,5,1,7,,,,,,,,,,,,5.5,1.666666667
10686, This picture is disturbing.,1,5,1,1,1,1,7,,,,,,,,,,,,2.5,2.333333333
10687,"Every year, it seems, I encounter more stress, anxiety, and depression, and more students in crisis on campus.",2,6,1,3,1,2,4,,,,,,,,,,,,2,3.666666667
10688,"What’s really going on in this strange, aggressively boring corner of the internet?",3,3,1,4,1,1,4,,,,,,,,,,,,2.25,2.666666667
10689," This is concerning, strangulation is bad.",1,5,1,1,1,1,6,,,,,,,,,,,,2.25,2.333333333
10690, He seems both devoid of emotion and full of emotion at the same time.,1,4,1,1,1,1,5,,,,,,,,,,,,2,2
10691, Reminds me of a court show.,2,4,1,6,1,1,7,,,,,,,,,,,,2.75,3.666666667
10692, The person is dead and their reproductive organs have seem to be damaged.,5,2,6,1,4,1,5,,,,,,,,,,,,5,1.333333333
10693, Her body is covered in blood.,5,4,6,1,5,1,7,,,,,,,,,,,,5.75,2
10694, A guy looks tortured and he is covered in blood.,5,4,4,1,4,1,5,,,,,,,,,,,,4.5,2
10695,It enables real-time location tracking and behavior policing of an entire population at a previously impossible scale.,5,4,6,1,5,1,7,,,,,,,,,,,,5.75,2
10696, they might be coming home.,2,3,3,5,1,1,7,,,,,,,,,,,,3.25,3
10697, I want to comfort her and find her parents and see if something is  wrong.,3,3,2,2,1,1,7,,,,,,,,,,,,3.25,2
10698, this is a baby with dark hair and dark eyes smiling at the camera.,7,4,6,1,7,1,7,,,,,,,,,,,,6.75,2
10699, I am not sure if the woman is also crying but their expression.,2,3,2,1,1,1,3,,,,,,,,,,,,2,1.666666667
10700, A baby crying on a chair he seems in the hospital he is wearing a onesie.,4,3,4,2,5,1,5,,,,,,,,,,,,4.5,2
10701,"Okafor wears classic and often luxury menswear (think double-breasted or three-piece suits, tweed, and houndstooth), and his photos wouldn’t look out of place in GQ.",2,5,4,1,1,1,5,,,,,,,,,,,,3,2.333333333
10702, the picture is very happy and cheerful .,1,5,1,1,1,1,6,,,,,,,,,,,,2.25,2.333333333
10703, the face is all charred and bubbling and there is a lot of blood everywhere.,4,3,4,2,3,1,7,,,,,,,,,,,,4.5,2
10704, they are standing alone.,6,4,1,1,7,1,7,,,,,,,,,,,,5.25,2
10705, A  police woman is investigating .,5,3,7,4,4,1,7,,,,,,,,,,,,5.75,2.666666667
10706, A family experienced a flood years ago and in a city far from Houston.,6,7,7,7,7,7,7,,,,,,,,,,,,6.75,7
10707, Looks clean cut and shaven.,5,4,6,1,5,1,7,,,,,,,,,,,,5.75,2
10708, She is most likely on vacation .,3,4,3,5,1,1,5,,,,,,,,,,,,3,3.333333333
10709, They are walking on a sandy beach trail.,6,5,7,1,4,1,7,,,,,,,,,,,,6,2.333333333
10710," The nose is fairly gone, they have a large laceration on the forehead eyes are blue.",5,5,5,1,7,1,7,,,,,,,,,,,,6,2.333333333
10711, Old male judge in a courtroom.,6,6,7,6,5,1,6,,,,,,,,,,,,6,4.333333333
10712, The rest of the background is blurry.,6,6,6,5,3,1,7,,,,,,,,,,,,5.5,4
10713, I feel bad.,1,4,1,1,1,1,1,,,,,,,,,,,,1,2
10714, Man has beard.,7,5,7,1,5,1,7,,,,,,,,,,,,6.5,2.333333333
10715, the two kids look like they are having a nice day at the beach and are probably going to get some sea shells or build a sand castle.,3,5,2,2,3,1,3,,,,,,,,,,,,2.75,2.666666667
10716, They are having a good laugh in front of the camera.,2,3,5,3,4,1,5,,,,,,,,,,,,4,2.333333333
10717," She's next to a paper that has an ""A"" on it.",6,4,7,1,7,1,7,,,,,,,,,,,,6.75,2
10718,Miguel Sapochnik didn’t get off on the right foot when he was brought on as a replacement director during “Game of Thrones” Season 5.,4,7,3,7,1,6,5,,,,,,,,,,,,3.25,6.666666667
10719," a sad, sick child in a poor country who is missing their jaw.",5,5,7,3,4,1,5,,,,,,,,,,,,5.25,3
10720, A disease a few years ago destroyed this person's skin and killed them.,6,7,7,7,7,7,7,,,,,,,,,,,,6.75,7
10721," This baby looks very focused on something, he might be looking up at his mother or father or maybe something.",5,4,3,1,5,1,5,,,,,,,,,,,,4.5,2
10722,"On top of this, there is also a massive level of exposure to news from many other sources, which PEW do not consider.",4,4,5,3,4,1,4,,,,,,,,,,,,4.25,2.666666667
10723, The girl is holding on the guys tank top because she's mad.,3,3,2,1,4,1,4,,,,,,,,,,,,3.25,1.666666667
10724, I think the woman overdosed on drugs.,2,3,3,2,2,1,2,,,,,,,,,,,,2.25,2
10725,The boy is crying in anguish.,3,3,5,1,4,1,6,,,,,,,,,,,,4.5,1.666666667
10726, There is a couple that is sitting on a opposite ends of a bed with their arms crossed.,7,3,7,2,7,1,7,,,,,,,,,,,,7,2
10727," late night drinking too much, but a long time ago, the conflict has been resolved and now we all feel much better.",1,7,7,7,7,7,7,,,,,,,,,,,,5.5,7
10728, the colors of the shirt are nice and hopeful.,3,3,1,1,1,1,5,,,,,,,,,,,,2.5,1.666666667
10729, This is a picture from the past.,6,7,7,7,5,7,7,,,,,,,,,,,,6.25,7
10730," A long time ago in a far away land, a middle aged man was attacked.",6,7,6,7,6,7,6,,,,,,,,,,,,6,7
10731,Very disturbing.,1,3,1,1,2,1,1,,,,,,,,,,,,1.25,1.666666667
10732, it looks really bloody and it is all mangled.,5,3,4,3,4,1,7,,,,,,,,,,,,5,2.333333333
10733, Like this is really getting wild.,4,4,1,1,1,1,5,,,,,,,,,,,,2.75,2
10734,"This child is crying, but it looks like he is being hugged by a very supportive figure (probably his dad).",4,4,2,5,2,1,4,,,,,,,,,,,,3,3.333333333
10735, One black kid and one white kid reading together.,5,5,6,3,7,1,7,,,,,,,,,,,,6.25,3
10736, There was a woman who had a knife held at her neck by a man somewhere and the woman wore a dress and the man had a watch on his wrist.,4,7,7,7,1,7,7,,,,,,,,,,,,4.75,7
10737,a very small baby is hooked up to many wires and machines.,6,3,6,1,6,1,7,,,,,,,,,,,,6.25,1.666666667
10738, the man in the grey suit appears to be scared.,5,5,2,1,5,1,5,,,,,,,,,,,,4.25,2.333333333
10739,There is a young person with a really bad and bloody injury along the side of their head.,6,3,5,3,6,1,5,,,,,,,,,,,,5.5,2.333333333
10740, This skin is discolored.,4,3,6,1,4,1,7,,,,,,,,,,,,5.25,1.666666667
10741, A couple who are in a disagreement sit on opposite sides of their bed with arms crossed avoiding eye contact.,4,3,4,3,1,1,7,,,,,,,,,,,,4,2.333333333
10742, She seems to be trying to remember the good time she had.,2,7,2,2,1,1,2,,,,,,,,,,,,1.75,3.333333333
10743, The person was in a room that's far from me and .,5,7,7,7,7,7,7,,,,,,,,,,,,6.5,7
10744, A woman is staring ahead with her hands on her head.,5,5,7,1,7,1,7,,,,,,,,,,,,6.5,2.333333333
10745, The hand of a man holding a small gun.,7,4,7,1,7,1,7,,,,,,,,,,,,7,2
10746,A chance to look closer at whatever we perceive as boring about our circumstances.,3,6,4,3,1,1,3,,,,,,,,,,,,2.75,3.333333333
10747, A man that just hit a girl probably punched or slapped her right on the face.,3,3,3,3,2,1,3,,,,,,,,,,,,2.75,2.333333333
10748, there are a lot of firefighters outside the car which is wrapped around a tree.,6,3,7,5,6,1,7,,,,,,,,,,,,6.5,3
10749,the old man lives alone.,6,3,7,1,6,1,7,,,,,,,,,,,,6.5,1.666666667
10750," Somewhere in the world, sometime in the past, what appears to be a stock image of a ""gangster"" is being taken.",4,7,6,7,5,7,7,,,,,,,,,,,,5.5,7
10751, this is a man standing in a doorway.,7,4,7,1,7,1,7,,,,,,,,,,,,7,2
10752,The film industry in Madras made 124 films and 38 documentaries in the silent era.,5,7,7,6,5,4,7,,,,,,,,,,,,6,5.666666667
10753, she is not smiling and looks focused.,3,3,5,2,1,1,3,,,,,,,,,,,,3,2
10754, This is a bad image of a very gory scene.,3,3,1,1,1,1,5,,,,,,,,,,,,2.5,1.666666667
10755,It's the same with all the other examples where we think people are living in a filter bubble.,3,5,3,6,1,1,7,,,,,,,,,,,,3.5,4
10756," There is a baby sitting in a chair that seems very upset and is looking off into the distance, about to cry.",1,4,3,4,1,1,1,,,,,,,,,,,,1.5,3
10757, There are tubes so perhaps she is in the hospital for her health.,5,5,2,3,2,1,3,,,,,,,,,,,,3,3
10758,this is an old picture from a medical textbook showing someone who had their face slashed with a knife.,4,6,7,6,4,6,7,,,,,,,,,,,,5.5,6
10759, This unfortunate burning occurred a while ago and this happened in a place far away.,5,7,7,7,7,7,7,,,,,,,,,,,,6.5,7
10760,"“We had a group of extras who were insanely loyal to the show and they were ready and they’d do bloody anything,” said Sapochnik.",4,7,3,7,3,7,7,,,,,,,,,,,,4.25,7
10761, A prisoner is leaning over and has his face close to a man in a suit who is seated.,5,2,7,5,4,1,7,,,,,,,,,,,,5.75,2.666666667
10762, The pistol is aimed at something and the thumb is on the trigger.,6,4,6,1,7,1,7,,,,,,,,,,,,6.5,2
10763, It looks like a fake picture.,2,4,4,3,1,1,6,,,,,,,,,,,,3.25,2.666666667
10764,It's an old picture from an old medical text book from the 70s and it's showing open heart surgery or something.,6,6,6,6,5,4,5,,,,,,,,,,,,5.5,5.333333333
10765, There is a gun in the frame of the shot closer to the camera.,6,4,7,1,7,1,7,,,,,,,,,,,,6.75,2
10766," It is really difficult to make out what it is but a general face is seen with eyes, a nose and teeth.",3,3,4,5,1,1,4,,,,,,,,,,,,3,3
10767,“Born This Way” and danced the bigots away.,5,3,3,1,5,1,5,,,,,,,,,,,,4.5,1.666666667
10768, She has short orange hair.,5,6,7,1,7,1,7,,,,,,,,,,,,6.5,2.666666667
10769, This is a really grotesque image of bloodies all burned and bloody on the ground.,3,3,3,1,4,1,4,,,,,,,,,,,,3.5,1.666666667
10770, Looks like there is a sex toy.,2,5,5,4,4,1,5,,,,,,,,,,,,4,3.333333333
10771,This guy was far from unusual.,4,6,7,6,7,6,5,,,,,,,,,,,,5.75,6
10772,Ashley L: Do not judge the experience or the meditation as “good” or “bad”!  ,3,4,3,3,1,1,7,,,,,,,,,,,,3.5,2.666666667
10773, The pillow case is blue and has stripes.,4,5,7,1,7,1,7,,,,,,,,,,,,6.25,2.333333333
10774, They seem to be laying on something with wires attached to them.,5,3,5,3,7,1,5,,,,,,,,,,,,5.5,2.333333333
10775, a man is pointing a gun at me from a distance.,3,5,7,1,7,3,7,,,,,,,,,,,,6,3
10776," The boy is quite tearful and sad in this scene, and he has his hand positioned in a manner that seems to indicate a sad loss.",2,5,4,5,1,1,3,,,,,,,,,,,,2.5,3.666666667
10777, A doctor is looking at a device and seems to not be in any sort of a nervous or agitated state.,5,2,3,4,4,1,4,,,,,,,,,,,,4,2.333333333
10778, the ashes were falling on her chest like she was lying down.,3,7,4,7,1,7,5,,,,,,,,,,,,3.25,7
10779, She looks obviously pained and he seems unbothered.,3,4,3,1,3,1,4,,,,,,,,,,,,3.25,2
10780, A large black man was robbed at gun point in his car yesterday.,5,6,7,6,7,7,6,,,,,,,,,,,,6.25,6.333333333
10781, Somebody's body is on a stretcher and is being helped .,5,3,7,6,7,1,6,,,,,,,,,,,,6.25,3.333333333
10782, This poor child has suffered immense pain and is never going to look the same.,2,5,2,1,2,1,6,,,,,,,,,,,,3,2.333333333
10783, A black man is driving the car while the white person is yelling at the driver with a gun pointed at him.,6,3,6,1,6,1,6,,,,,,,,,,,,6,1.666666667
10784, It could be worse so I feel relieved.,2,5,1,1,2,1,2,,,,,,,,,,,,1.75,2.333333333
10785, A man looks sadly at the camera.,1,4,1,1,1,1,5,,,,,,,,,,,,2,2
10786," His chin, ears, and back of his head are badly singed.",5,4,3,1,5,1,5,,,,,,,,,,,,4.5,2
10787,They want to plow under the very people that built the Alamo.,4,3,3,4,4,1,7,,,,,,,,,,,,4.5,2.666666667
10788, A man is lying down in a hospital bed.,7,4,7,3,7,1,7,,,,,,,,,,,,7,2.666666667
10789, there is a woman holding up a little boy and the boy has tears in his eyes.,7,5,7,1,7,1,7,,,,,,,,,,,,7,2.333333333
10790, Blood splashed up all over walls and pillow.,6,2,5,1,5,1,7,,,,,,,,,,,,5.75,1.333333333
10791," This judge looks like he's about to make a very serious and important verdict, he has probably been a judge for a very long time.",2,4,2,5,2,1,3,,,,,,,,,,,,2.25,3.333333333
10792, A little girl screamed seeing what could be her parents on the ground.,4,4,4,1,4,1,4,,,,,,,,,,,,4,2
10793, There are men with their wrists tied up.,7,5,7,3,7,1,7,,,,,,,,,,,,7,3
10794,"Don't just report the news and then let people make up their own minds on who they want to believe, figure that out first.",5,4,1,5,5,1,5,,,,,,,,,,,,4,3.333333333
10795, A man wearing a turtleneck is looking straight at the camera.,7,3,7,1,7,1,7,,,,,,,,,,,,7,1.666666667
10796, The burn seems to be no longer giving him pain.,5,3,2,1,5,1,6,,,,,,,,,,,,4.5,1.666666667
10797,"And so were blogs, which valued text, hypertext (links), knowledge, and literature.",4,7,6,7,2,7,6,,,,,,,,,,,,4.5,7
10798, There's also a white dude who looks out of place and someone in the car is scared.,1,4,3,3,1,1,1,,,,,,,,,,,,1.5,2.666666667
10799," Also, the baby's expressions seem so curious and.",1,4,2,1,1,1,1,,,,,,,,,,,,1.25,2
10800," This seems to be a high tense situation, and.",2,3,3,1,1,1,4,,,,,,,,,,,,2.5,1.666666667
10801, This picture troubles me.,1,4,1,1,1,1,2,,,,,,,,,,,,1.25,2
10802, A woman is talking on the phone in an office setting.,3,4,7,2,6,1,7,,,,,,,,,,,,5.75,2.333333333
10803," There is a blue color in the picture, as well.",3,5,7,1,6,1,7,,,,,,,,,,,,5.75,2.333333333
10804,"Moreover: Eight different institutions, plus City of San Antonio historians and archeologists recognize the Alamo as a cemetery.",2,5,7,5,7,1,7,,,,,,,,,,,,5.75,3.666666667
10805, She is kinda cute not the cutest baby but cute.,1,5,1,4,1,1,1,,,,,,,,,,,,1,3.333333333
10806," The lighting is intense though, almost feels like she is in prison.",2,4,4,3,1,1,3,,,,,,,,,,,,2.5,2.666666667
10807, Half of her face seems to be missing.,4,5,6,1,6,1,4,,,,,,,,,,,,5,2.333333333
10808,An old man stands by a window and pulls back the blinds.,3,4,7,1,5,1,7,,,,,,,,,,,,5.5,2
10809, A woman has a gash to her head and her eye is closed and looks swollen.,4,5,4,1,4,1,7,,,,,,,,,,,,4.75,2.333333333
10810, I feel neutral towards this photo.,1,5,6,2,1,1,1,,,,,,,,,,,,2.25,2.666666667
10811, this is a group of people sitting in a ditch.,5,5,6,5,7,1,7,,,,,,,,,,,,6.25,3.666666667
10812," You can only see him from the back, so you can't see his face.",3,2,5,5,5,1,7,,,,,,,,,,,,5,2.666666667
10813, It is very distressing and sad.,1,5,1,1,1,1,2,,,,,,,,,,,,1.25,2.333333333
10814, The baby is extremely small and connected to machines.,5,5,6,2,3,1,5,,,,,,,,,,,,4.75,2.666666667
10815, The baby has a little tuft of hair coming up and is smiling.,3,4,5,1,1,1,7,,,,,,,,,,,,4,2
10816, A man looks directly at the camera.,4,4,7,2,7,1,7,,,,,,,,,,,,6.25,2.333333333
10817, He is not talking back at her.,3,3,7,1,4,1,7,,,,,,,,,,,,5.25,1.666666667
10818, There is an adorable baby girl who has a cute little thing around her head and her mouth is open.,2,5,1,1,1,1,5,,,,,,,,,,,,2.25,2.333333333
10819, Seems like an old school concert.,3,4,1,3,1,5,4,,,,,,,,,,,,2.25,4
10820, a man is holding another man by the lapels of his jacket.,5,4,7,1,5,1,7,,,,,,,,,,,,6,2
10821, A car has skidded and slammed into a telephone pole on its side.,5,6,7,1,6,1,7,,,,,,,,,,,,6.25,2.666666667
10822, A man is looking into the camera as if he is about to say something.,3,4,3,2,4,1,6,,,,,,,,,,,,4,2.333333333
10823, A man is holding onto a bar above his head while lying in bed.,4,4,7,1,5,1,7,,,,,,,,,,,,5.75,2
10824, a girl is engrossed in a book and sits with her legs crossed while reading.,3,2,3,2,1,1,5,,,,,,,,,,,,3,1.666666667
10825, He isn't smiling but he doesn't look angry either.,2,3,2,1,3,1,4,,,,,,,,,,,,2.75,1.666666667
10826, I feel bad for the kid and like he should talk to someone or get to a safer place.,3,3,2,1,1,1,3,,,,,,,,,,,,2.25,1.666666667
10827, A man holding a gun and pointing it toward his head .,3,3,6,1,3,1,7,,,,,,,,,,,,4.75,1.666666667
10828," This man looks like he might be running from danger, maybe the person that injured him because there is blood stained on his pant leg.",3,5,2,3,1,1,5,,,,,,,,,,,,2.75,3
10829, Firefighters and some pedestrians are helping a man who is lying down.,4,2,7,6,7,1,7,,,,,,,,,,,,6.25,3
10830,This is the change I would like to see from journalists and media startups.,2,5,1,4,1,1,7,,,,,,,,,,,,2.75,3.333333333
10831, she is holding a cigarette and is facing something/someone.,5,4,6,4,7,1,7,,,,,,,,,,,,6.25,3
10832,A little boy crying and there is someone else behind him moaning.,4,3,7,3,1,1,7,,,,,,,,,,,,4.75,2.333333333
10833, There is a young girl with a very neutral face.,3,3,2,3,1,,5,,,,,,,,,,,,2.75,3
10834, A woman is standing and talking on the phone.,4,4,7,2,7,1,7,,,,,,,,,,,,6.25,2.333333333
10835,There is a premature baby.,6,3,7,1,4,1,7,,,,,,,,,,,,6,1.666666667
10836, There was an elderly couple standing on a dock waving at someone.,4,7,7,7,4,7,7,,,,,,,,,,,,5.5,7
10837," there is a couple and the woman looks very frustrated, and is screaming while the man looks annoyed at her.",2,3,3,4,1,1,4,,,,,,,,,,,,2.5,2.666666667
10838, this is a man with duct tape over his mouth and the back of his head being escorted by two police officers in what looks like a court room.,5,3,4,2,7,1,6,,,,,,,,,,,,5.5,2
10839, Buildings in the back so not in burbs where I am from.,2,5,4,1,3,1,4,,,,,,,,,,,,3.25,2.333333333
10840," fun in the sun, pool party, kids playing games, summer.",3,6,6,4,2,1,7,,,,,,,,,,,,4.5,3.666666667
10841, It is in a laboratory.,7,5,7,1,7,1,7,,,,,,,,,,,,7,2.333333333
10842, Their eyes are completely brown and black with dirt.,6,3,4,1,4,1,7,,,,,,,,,,,,5.25,1.666666667
10843, A person with something in their mouth is lying on a bed.,6,3,7,1,7,1,7,,,,,,,,,,,,6.75,1.666666667
10844, a man and a woman.,7,3,7,1,5,1,7,,,,,,,,,,,,6.5,1.666666667
10845, I feel very very disturbed.,1,3,1,1,1,1,1,,,,,,,,,,,,1,1.666666667
10846, He has very short hair.,3,3,4,1,5,1,2,,,,,,,,,,,,3.5,1.666666667
10847,"“‘If I look that direction, that direction, or that direction it’s all visual effects.",5,4,5,1,3,2,7,,,,,,,,,,,,5,2.333333333
10848, I feel uneasy looking at this.,2,3,1,1,1,1,2,,,,,,,,,,,,1.5,1.666666667
10849,"With such pressures all around, is it any wonder that the fate of our brick-and-mortar purveyors of art, music and literature triggers the pain from an old wound?
",3,3,1,1,1,1,5,,,,,,,,,,,,2.5,1.666666667
10850, a woman seems to throw rose petals or some sort of flower petal at what looks to be a child.,4,3,5,2,1,1,5,,,,,,,,,,,,3.75,2
10851, This was a situation of a struggle between a man and a woman.,3,7,6,7,1,6,7,,,,,,,,,,,,4.25,6.666666667
10852, A young person's naked body is lying on a canvas.,5,4,7,1,7,1,7,,,,,,,,,,,,6.5,2
10853, many of the bodies were naked.,5,7,6,7,5,7,7,,,,,,,,,,,,5.75,7
10854,It's the worst thing you can possibly do.,1,4,1,1,1,1,6,,,,,,,,,,,,2.25,2
10855, The woman in white clothing is very angry and the guy seems like he does not care about her anger.,2,3,3,2,1,1,3,,,,,,,,,,,,2.25,2
10856, the men looked tired and sad.,3,3,4,1,1,1,5,,,,,,,,,,,,3.25,1.666666667
10857,open heart surgery? not sure if this is an intended procedure or some accident.,3,4,2,1,2,2,6,,,,,,,,,,,,3.25,2.333333333
10858,"Up 28-9 with two minutes left, the Falcons had a 99 percent chance to win the game.",3,6,5,6,5,6,7,,,,,,,,,,,,5,6
10859, the guitarist is gloating about something that he is looking.,3,4,4,5,4,1,7,,,,,,,,,,,,4.5,3.333333333
10860, There seems to be a young man who has been in a terrible accident.,3,6,3,4,1,1,4,,,,,,,,,,,,2.75,3.666666667
10861," I am viewing an argument between two people, with the female trying to push away the aggressive man.",5,4,6,5,1,1,7,,,,,,,,,,,,4.75,3.333333333
